4.5709607e-05 5.6494227e-05 0.000108150205
0.00014011996 0.00017056265 0.00029088574
0.00049883494 0.0006283948 0.00093451806
0.0016170717 0.002453855 0.0030042115
0.00455332 0.0076189176 0.007931349
0.010509822 0.017845815 0.01704859
0.019872563 0.03180162 0.029718962
0.031310685 0.04667129 0.045280855
0.04261517 0.059982006 0.060570173
0.05216463 0.0703609 0.074089594
0.059448425 0.077736236 0.084783256
0.06467983 0.083224796 0.09324447
0.06790246 0.08728156 0.10027238
0.06997568 0.09055545 0.10641087
0.071585014 0.09363113 0.112483665
0.0731736 0.096897796 0.11854516
0.07515098 0.100626156 0.12468211
0.077428184 0.104836255 0.13096268
0.07992982 0.10943353 0.13729522
0.082665734 0.11435809 0.14363982
0.085748866 0.11944365 0.14998731
0.089332916 0.12458507 0.15637304
0.09339941 0.12972176 0.16283074
0.09785369 0.13493651 0.16939391
0.102725625 0.14025134 0.17597981
0.108047456 0.1456268 0.18240918
0.11388711 0.1512475 0.1886325
0.12031543 0.15715338 0.19454959
0.1273049 0.16328454 0.20026575
0.13483594 0.16940002 0.20588686
0.14288627 0.17529488 0.2115353
0.15142784 0.18098302 0.2173341
0.16042742 0.18659876 0.22340426
0.16984697 0.19227616 0.22986338
0.17964256 0.19814228 0.23708025
0.18972464 0.20432542 0.24533893
0.1999942 0.21081601 0.25486684
0.21034281 0.21754368 0.26591575
0.22065435 0.22443858 0.27845725
0.23080254 0.2314255 0.29247448
0.24065538 0.23843297 0.3077726
0.25002375 0.24538429 0.3241423
0.2587142 0.25223663 0.3413499
0.266535 0.25894466 0.35912678
0.27329978 0.26546457 0.3771764
0.27906075 0.27194315 0.39516723
0.28388354 0.2785308 0.4127384
0.2878438 0.2853765 0.4295081
0.2910191 0.29263353 0.44549707
0.29349318 0.30045965 0.46074307
0.29535264 0.30871987 0.47529113
0.2966807 0.31728092 0.48916325
0.2975593 0.3260035 0.5023746
0.29806858 0.33474052 0.5149594
0.29828405 0.34338394 0.52694637
0.2982768 0.35181105 0.538375
0.29811347 0.36003014 0.54928726
0.2978598 0.36805323 0.55972797
0.2975789 0.37588722 0.56974155
0.29733264 0.38354665 0.57937586
0.2971785 0.39103886 0.5886828
0.2971711 0.39837983 0.5977105
0.29735735 0.40558136 0.6065076
0.29778543 0.41265544 0.61512387
0.29850256 0.41961884 0.62361056
0.29955047 0.42648175 0.6320202
0.30092102 0.43326 0.6404003
0.30261555 0.43996957 0.6486936
0.30469772 0.44662184 0.6568394
0.30723795 0.45323297 0.66478527
0.31029767 0.4598166 0.6724726
0.31394848 0.46638933 0.6798483
0.31818822 0.47296387 0.6868533
0.32302308 0.47955507 0.6934366
0.32845923 0.48617783 0.69955105
0.3344792 0.4927985 0.70522946
0.34107423 0.49938592 0.7105226
0.3482641 0.50590694 0.7154725
0.3560752 0.512329 0.72011787
0.3645034 0.5186193 0.7244965
0.3735518 0.5247879 0.72865486
0.38322064 0.53085107 0.73262864
0.39351034 0.53678226 0.73645717
0.40442568 0.54265386 0.7401764
0.4159279 0.5485395 0.7438244
0.42798278 0.5545116 0.7474353
0.44054788 0.5606451 0.7510528
0.4535791 0.5670079 0.75471544
0.46703237 0.57367665 0.75846696
0.48085198 0.5807243 0.76234984
0.49498683 0.58811706 0.76640636
0.5094179 0.5958241 0.7706817
0.5241214 0.6038137 0.7752179
0.5390784 0.612056 0.78005236
0.5542649 0.62051773 0.7852315
0.5696536 0.62916905 0.7907925
0.58522046 0.6379756 0.79669756
0.60093594 0.6469067 0.80290735
0.616769 0.655928 0.80938596
0.63268745 0.66504145 0.8161006
0.64865655 0.67424726 0.823009
0.6646429 0.68354803 0.8300772
0.6806118 0.69294155 0.8372715
0.6965239 0.70243156 0.8445578
0.7123433 0.7120199 0.8518979
0.72803086 0.72173035 0.85926086
0.74354666 0.73158646 0.8666066
0.7588539 0.7416172 0.8739042
0.7739094 0.751846 0.88111603
0.788675 0.76229805 0.8882136
0.8031048 0.7729849 0.895159
0.8171636 0.78390455 0.9019171
0.8308047 0.7950686 0.9085665
0.8439893 0.80647945 0.91517925
0.85667354 0.8181447 0.92183685
0.86888206 0.8300741 0.9286091
0.88063186 0.84226775 0.9354409
0.89195156 0.8546862 0.94227314
0.90286094 0.86728483 0.94904625
0.91339076 0.88001347 0.9557061
0.92358553 0.8928299 0.9620857
0.9334959 0.9056785 0.9682262
0.9431707 0.9185153 0.97416806
0.9526581 0.9312867 0.9799503
0.96201175 0.94394 0.98561597
0.97128296 0.9564229 0.9912036
0.9805218 0.968685 0.99675447
0.98978525 0.98066545 1.0023061
0.9991177 0.9922954 1.007896
1.0085803 1.0034922 1.0135673
1.0182245 1.0141565 1.0193588
1.0280262 1.0241946 1.0253162
1.0379483 1.0334932 1.0314851
1.0479596 1.0419456 1.0379143
1.0580225 1.0494425 1.0446562
1.0680958 1.0560527 1.0517606
1.0781443 1.0618466 1.0592902
1.088113 1.0669117 1.0673076
1.0979565 1.0713439 1.0758768
1.1076299 1.0752336 1.085064
1.117073 1.0786902 1.094951
1.1262233 1.0818204 1.1056111
1.1350362 1.0847423 1.117133
1.1434312 1.0875747 1.1296104
1.1513535 1.0904484 1.143143
1.1587231 1.0934914 1.1578443
1.1654735 1.0968504 1.1738279
1.1716932 1.1006619 1.191225
1.1774805 1.1050885 1.2101792
1.1829293 1.1102884 1.230849
1.1879829 1.1164389 1.2532587
1.1925677 1.1237192 1.2774312
1.196616 1.1323307 1.3033946
1.2000529 1.1424918 1.3311768
1.2028028 1.1542494 1.3608009
1.2047919 1.1676657 1.3922961
1.2060413 1.1828091 1.4256746
1.2065927 1.1997536 1.4609665
1.2064736 1.218585 1.4981793
1.205723 1.2393962 1.5373145
1.2043799 1.2622994 1.578383
1.2024883 1.2874027 1.6213652
1.2000971 1.3148417 1.6662519
1.1972457 1.3447601 1.7130016
1.1939936 1.3773104 1.7615733
1.1903782 1.4126685 1.811893
1.1864659 1.4510334 1.863889
1.1823057 1.4926178 1.917557
1.177953 1.5373636 1.9728725
1.1734765 1.5852039 2.0298219
1.1689298 1.6360209 2.0883734
1.1643748 1.6896753 2.1484747
1.15988 1.7459753 2.210077
1.1555027 1.8046644 2.2731023
1.1513298 1.8654362 2.3374565
1.1474192 1.9278927 2.4030488
1.1438539 1.9915699 2.4697375
1.140705 2.0559037 2.53739
1.1380533 2.1202285 2.6058266
1.1359886 2.1837704 2.674846
1.1345987 2.2456584 2.7442334
1.1339756 2.3056269 2.8137376
1.1342236 2.3634331 2.8830788
1.135451 2.4188151 2.9519315
1.1377727 2.4715362 3.0199635
1.1413202 2.5213585 3.0867965
1.1462266 2.5680642 3.1519988
1.1526463 2.6114311 3.2153702
1.1607507 2.651254 3.27668
1.1707247 2.6873572 3.3357294
1.1827749 2.7195694 3.3922653
1.1971383 2.7477448 3.4460833
1.2140821 2.7717483 3.4969769
1.2339138 2.7914739 3.5447035
1.2569724 2.8068495 3.5890307
1.2836667 2.8177872 3.629754
1.3141918 2.8242636 3.666682
1.3487566 2.826285 3.6995814
1.3876384 2.8238497 3.7282655
1.4311196 2.8169878 3.7525365
1.4795146 2.8057785 3.7722328
1.5331856 2.790309 3.7871594
1.5925541 2.770671 3.7971668
1.6580511 2.747023 3.8021197
1.7301831 2.7195096 3.8018901
1.8094866 2.6887527 3.7963269
1.8965691 2.6553543 3.7853677
1.9920913 2.6199849 3.7689457
2.096765 2.583323 3.7469811
2.2113755 2.5460436 3.719454
2.3367581 2.5089111 3.686329
2.4738119 2.4726253 3.64763
2.6235132 2.437943 3.6033857
2.786866 2.4056861 3.5547187
2.9649405 2.3766432 3.5027957
3.1588564 2.351713 3.4488385
3.3697453 2.3318183 3.3941135
3.5987003 2.3180175 3.3399642
3.8467877 2.3114853 3.287722
4.115015 2.3135555 3.2388241
4.4042354 2.3257833 3.1947715
4.7150917 2.3501167 3.1571596
5.0479097 2.3870246 3.1277523
5.404198 2.4371796 3.1085026
5.7856593 2.5015574 3.1016252
6.194017 2.5812798 3.109777
6.631187 2.6778011 3.1361525
7.099253 2.7928913 3.1847186
7.6003656 2.9286368 3.2567387
8.136825 3.087616 3.3540206
8.711105 3.2727802 3.4788542
9.325984 3.4876468 3.6343248
9.984227 3.7364714 3.82417
10.688933 4.024095 4.0530505
11.443425 4.3561077 4.326667
12.251139 4.7391367 4.651849
13.115851 5.180643 5.0369973
14.041642 5.688896 5.4918823
15.032863 6.273265 6.0281096
16.093887 6.9434214 6.6593075
17.229893 7.7092977 7.4007735
18.44618 8.579897 8.269382
19.748398 9.561563 9.282718
21.142603 10.655568 10.456927
22.635042 11.874729 11.803936
24.23284 13.233383 13.324559
25.9436 14.7475 15.041034
27.775063 16.434969 16.978374
29.735542 18.315483 19.165653
31.834862 20.411278 21.6344
34.081596 22.746618 24.42145
36.487953 25.349169 27.567215
39.063976 28.249454 31.11845
41.821667 31.481909 35.126827
44.77448 35.084106 39.651634
47.934704 39.0982 44.758392
